#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
290,claim,6372679230,44,a friend mentioned someone revealed that avocados never ripen while they are still attached to the tree,not verified,active,268304,148803,45166,963,496
291,claim,5457144315,15,a friend mentioned someone revealed that australia has the most number of venomous snakes worldwide,not verified,banned,920073,411072,27692,5621,443
292,claim,9587616903,60,a friend mentioned someone revealed that a crocodile cannot stick its tongue out,not verified,under review,703576,223727,79682,4767,443
293,claim,9943041250,46,a friend mentioned someone revealed that artificial banana flavoring is based on an extinct banana type,not verified,active,456405,39280,9624,810,274
294,claim,8432090754,17,a friend mentioned someone revealed that ancient egyptians slept on pillows made of stone,not verified,active,102407,1181,242,12,3
295,claim,4390820789,48,a friend mentioned someone revealed that the people who are currently alive are only 7% of the total number of people who have ever lived,verified,active,752581,367283,36586,4315,1343
296,claim,2109729049,35,"a friend mentioned someone revealed that in japan, its considered good luck when a sumo wrestler makes your baby cry",verified,active,678567,69121,22827,1063,323
297,claim,3853093831,52,a friend mentioned someone revealed that armadillos have bulletproof shells,not verified,active,538890,303351,90741,920,20
298,claim,6996144926,10,a friend mentioned someone revealed that an espresso maker has been sent to space,not verified,active,164604,101080,24432,834,518
299,claim,2195778092,29,a friend mentioned someone revealed that the first commercial airplane flight lasted 23 minutes,verified,active,282723,23789,5528,175,29
300,claim,5995448527,19,a friend mentioned someone revealed that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,under review,566299,53087,20373,1035,667
301,claim,4979811077,9,a friend mentioned someone revealed that human eyeballs do not grow or change their size as they age,not verified,banned,408148,126518,27263,2675,1520
302,claim,4641774147,7,a friend mentioned someone revealed that smelling green apples help with weight loss,not verified,active,5449,2059,390,18,2
303,claim,2835793328,42,a friend mentioned someone revealed that the most successful predator is a wild dog,not verified,banned,995657,461643,41649,3426,1313
304,claim,3694517404,9,a friend mentioned someone revealed that the world’s largest pyramid cannot be found in egypt,not verified,active,102158,26569,8882,194,67
305,claim,2834463739,21,a friend mentioned someone revealed that no two teeth from different people will ever be alike,not verified,active,451481,109116,28414,370,196
306,claim,6747374586,58,a friend mentioned someone revealed that sea otters are born unable to swim,not verified,under review,996786,163087,37349,1003,266
307,claim,1984748966,52,"a friend mentioned someone revealed that in a deck of cards, the king of hearts is the only king without a mustache",not verified,under review,113658,10917,2983,194,87
308,claim,5598422811,15,a friend mentioned someone revealed that baby octopuses are the size of a flea,not verified,active,622326,200642,60549,0,0
309,claim,4926818624,55,a friend mentioned someone revealed that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,296482,162056,32128,3064,831
310,claim,9949468381,57,a friend mentioned someone revealed that there are 366 dimples on a regulation golf ball,not verified,banned,886391,170911,1276,2325,1327
311,claim,3296601604,40,a friend reported someone revealed that austrian physicist erwin schrödinger was allergic to cats,not verified,active,119760,65418,25378,930,503
312,claim,2536917580,19,a friend reported someone revealed that earth days are getting longer over time due to orbital expansion,not verified,active,424658,248004,81285,4267,1778
313,claim,7906981551,29,a friend reported someone revealed that new islands are being formed by volcanoes in the sea everyday,not verified,active,124130,70381,21174,437,100
314,claim,2507960003,18,a friend reported someone revealed that iceland is growing 5 centimeters per year,not verified,active,134641,51795,5750,286,65
315,claim,5157929469,8,a friend reported someone revealed that canada has the most lakes in the world,not verified,under review,830188,19610,5703,472,212
316,claim,2992963562,30,a friend reported someone revealed that more businesses will be owned by women than men by 2045,not verified,active,76228,6588,515,29,18
317,claim,7121518218,57,a friend reported someone revealed that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,366211,109460,28220,1277,241
318,claim,2301966106,15,"a friend reported someone revealed that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,182624,106303,38597,1886,969
319,claim,5132755555,52,a friend reported someone revealed that the harmonica is the best selling musical instrument,not verified,active,232399,40645,9816,27,10
320,claim,9613860728,47,a friend reported someone revealed that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,472979,92157,15134,1566,525
321,claim,5324786079,36,a friend reported someone revealed that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,442090,180023,57697,2468,706
322,claim,8523841168,44,"a friend reported someone revealed that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,6333,1249,117,0,0
323,claim,6282118566,27,a friend reported someone revealed that kite flying is a professional sport in thailand.,not verified,under review,137526,18818,919,167,20
324,claim,4392219590,41,"a friend reported someone revealed that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,active,117824,46138,8321,728,270
325,claim,3311269002,30,a friend reported someone revealed that the longest commercial flight in history took around 30 hours,not verified,banned,566333,48788,13611,368,172
326,claim,9020955370,16,a friend reported someone revealed that the biggest passenger bus in the world operates in brazil,not verified,active,695866,143661,3044,810,317
327,claim,4858545207,10,"a friend reported someone revealed that shanghai, china has the world's longest subway system",not verified,banned,915801,399156,136373,2510,1492
328,claim,6728755657,20,"a friend reported someone revealed that london, england has the world's oldest subway system",not verified,under review,422005,3381,288,62,3
329,claim,4925465190,21,a friend reported someone revealed that reindeer grow new antlers every year,not verified,active,954562,287810,683,4154,2117
330,claim,7640609885,38,a friend reported someone revealed that 5 dwarf planets are recognized in the solar system,not verified,active,369986,157573,7911,1771,309
331,claim,1303606780,10,a friend reported someone revealed that mars has running water,not verified,active,167202,110909,907,2732,426
332,claim,8407920912,40,a friend reported someone revealed that astronauts can grow as much as two inches in space,not verified,active,858605,155161,37439,2828,668
333,claim,6015611198,6,a friend reported someone revealed that marie curie is the only person with two nobel prizes in different sciences,not verified,active,939076,558974,148015,6258,1394
334,claim,2147190866,24,"a friend reported someone revealed that through the seasons, a reindeer’s eyes will change color",not verified,banned,397866,109841,11122,792,493
335,claim,4410162295,19,a friend reported someone revealed that bathwater stays warmer for a longer duration with bubbles,not verified,active,210018,63283,13974,269,103
336,claim,3452932619,13,a friend reported someone revealed that take out restaurants have been found in the remains of pompeii,not verified,banned,415761,198375,15804,3854,2529
337,claim,6858344211,52,a friend reported someone revealed that dogs can understand up to 250 hand gestures and words,not verified,under review,604355,28646,994,653,266
338,claim,5894836557,18,a friend reported someone revealed that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,799461,361540,29546,6789,4158
339,claim,2320090058,15,a friend reported someone revealed that avocados never ripen while they are still attached to the tree,not verified,under review,725400,210695,21119,2685,1671
340,claim,7644251135,16,a friend reported someone revealed that no two tongue prints are alike,not verified,under review,128410,51318,19152,1166,684
341,claim,9899476536,25,a friend reported someone revealed that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,verified,active,564382,287643,92802,2926,515
342,claim,4465871321,31,a friend reported someone revealed that australia has the most number of beaches in the world,not verified,banned,670584,45941,11256,479,36
343,claim,6305869966,45,a friend reported someone revealed that insects are attracted to light because of the moon,not verified,active,681106,398836,147979,3972,2388
344,claim,6629442264,58,a friend reported someone revealed that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,banned,434216,4930,1357,23,14
345,claim,2294337790,60,a friend reported someone revealed that ancient egyptians slept on pillows made of stone,not verified,active,409997,74060,19465,1167,107
346,claim,4641104178,24,a friend reported someone revealed that there are more than 24 time zones around the world,not verified,under review,666605,175386,17020,4326,168
347,claim,8104377607,57,a friend reported someone revealed that new zealanders have more pets per household than any other country,not verified,active,929686,34472,4226,250,113
348,claim,7713978903,40,a friend reported someone revealed that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,active,707821,164680,3920,2476,1335
349,claim,5566187549,42,a friend reported someone revealed that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,168026,109904,38060,88,41
350,claim,6735500405,29,a friend reported someone revealed that buttermilk does not contain any butter,not verified,active,907499,250081,69716,2407,1381
351,claim,1896651181,37,a friend reported someone revealed that outerspace partly smells like diesel fuel and barbeque,not verified,active,520209,68376,894,561,22
352,claim,9713031749,17,a friend reported someone revealed that pineapples are named after pinecones,not verified,active,613559,368043,113662,7130,4288
353,claim,8288566800,31,a friend reported someone revealed that melting glaciers make fizzy noises,verified,active,845842,58357,13337,1283,293
354,claim,4610489895,50,a friend reported someone revealed that triskaidekaphobia is the fear of the number 13,not verified,active,135972,41157,11811,569,191
355,claim,3413749690,42,a friend reported someone revealed that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,793347,72458,10127,819,418
356,claim,9885856592,59,a friend reported someone revealed that baby spiders are called spiderlings,not verified,active,853454,390849,66724,6028,3143
357,claim,7592675695,5,a friend reported someone revealed that the moon is moving away from the earth,not verified,active,764289,198190,59863,4860,2710
358,claim,8833873836,9,a friend reported someone revealed that strawberries are the only known fruit to grow their seeds externally,not verified,active,599440,202674,58930,4822,1988
359,claim,4923294236,17,a friend told me someone revealed that austrian physicist erwin schrödinger was allergic to cats,not verified,active,818162,196489,68653,457,179
360,claim,6226293151,48,a friend told me someone revealed that making emotional facial expressions can prompt humans to have those emotions,not verified,active,478504,5188,614,6,1
361,claim,7676816147,30,a friend told me someone revealed that seventy percent of small businesses are owned and operated by a single person.,not verified,active,901466,157308,8590,3868,1372
362,claim,9475242380,31,a friend told me someone revealed that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,banned,942782,349920,21094,5051,2293
363,claim,9717583377,31,a friend told me someone revealed that the average car contains over 30000 unique parts,not verified,active,560356,24717,4241,377,178
364,claim,2183408164,59,a friend told me someone revealed that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,166118,62065,21664,1244,326
365,claim,8228125812,36,a friend told me someone revealed that 90% of drivers admit to singing in the car,not verified,active,943836,615509,77624,10300,3675
366,claim,8861984781,48,a friend told me someone revealed that the earliest playable recording of a person singing was recorded in 1860,verified,active,308048,28979,4165,724,476
367,claim,9478578922,57,a friend told me someone revealed that an average user spends 40% of their day on the internet,not verified,active,469978,89730,3040,1822,1136
368,claim,7507044294,13,a friend told me someone revealed that half of retail purchases are now made through a mobile device,not verified,under review,789968,78073,23780,16,7
369,claim,8930117636,59,a friend told me someone revealed that the world generates 2.5 quintillion bytes of data every day,verified,active,57391,11798,1562,243,103
370,claim,7451192132,15,a friend told me someone revealed that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,979623,305608,95625,3833,1088
371,claim,1796855303,47,a friend told me someone revealed that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,under review,838648,375687,57254,2725,1502
372,claim,5946580164,14,"a friend told me someone revealed that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,154524,37790,4071,4,1
373,claim,7035263240,48,a friend told me someone revealed that kite flying is a professional sport in thailand.,not verified,banned,662236,336652,115074,447,197
374,claim,3104677612,35,a friend told me someone revealed that reindeer grow new antlers every year,not verified,active,172792,40124,13764,948,183
375,claim,7862125158,18,a friend told me someone revealed that koalas sleep up to 22 hours per day,not verified,under review,363304,71403,6499,1353,279
376,claim,3286195066,25,a friend told me someone revealed that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,972177,246905,75730,2208,151
377,claim,4811501509,38,a friend told me someone revealed that 5 dwarf planets are recognized in the solar system,not verified,active,667938,253989,43267,2658,1577
378,claim,8080548946,56,a friend told me someone revealed that there are currently 6 spacecrafts on mars,not verified,active,943178,59640,10,522,296
379,claim,6490113352,40,a friend told me someone revealed that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,835227,387907,16920,3068,2013
380,claim,7923291540,29,a friend told me someone revealed that the scottish were the first people to fry chicken,not verified,under review,75999,4140,786,68,36
381,claim,5981910121,6,a friend told me someone revealed that china owns all of the pandas in the world,not verified,banned,653280,200395,40859,4134,788
382,claim,9345633861,54,a friend told me someone revealed that the brain is the fattiest organ in the body,not verified,under review,841144,176677,49643,2387,682
383,claim,4401879796,26,a friend told me someone revealed that a snail can sleep for three years,not verified,active,792725,244271,4279,2055,395
384,claim,7431652540,51,a friend told me someone revealed that no two tongue prints are alike,not verified,active,318041,167749,56314,3620,274
385,claim,5314753635,50,a friend told me someone revealed that humans can’t taste food without saliva,not verified,under review,499744,260963,68133,6179,2627
386,claim,3158722505,5,"a friend told me someone revealed that the canary islands are named after types of dogs, not birds",not verified,under review,582955,86748,7182,865,21
387,claim,9582738247,15,a friend told me someone revealed that the longest location name on the planet earth is 85 letters in english.,not verified,banned,238311,126167,10412,2122,699
388,claim,4593717705,6,a friend told me someone revealed that armadillos have bulletproof shells,not verified,active,873409,157035,4962,2076,687
389,claim,1928696805,48,"a friend told me someone revealed that blue whales eat 500,000 calories in 1 mouthful on average",not verified,active,827022,376705,104682,8063,544
390,claim,5509589663,31,a friend told me someone revealed that bees can fly higher than mount everest,not verified,banned,972320,449084,169228,4670,1355
391,claim,7334738163,11,a friend told me someone revealed that wild boars wash their food,not verified,active,267499,164621,16314,127,75
392,claim,9064186100,14,a friend told me someone revealed that smelling green apples help with weight loss,not verified,active,432360,201764,63233,872,460
393,claim,7000827601,42,a friend told me someone revealed that pineapples are named after pinecones,not verified,banned,389238,211611,68792,3330,621
394,claim,3453987965,44,a friend told me someone revealed that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,active,305816,158361,2635,1006,423
395,claim,9027666517,36,a friend told me someone revealed that driving south from detroit will lead to canada,not verified,active,551503,257248,12905,4017,1568
396,claim,1942489254,58,a friend told me someone revealed that no two teeth from different people will ever be alike,not verified,active,307235,134023,37188,1470,20
397,claim,1884748981,51,a friend told me someone revealed that bananas get their curved shape by growing towards the sun,not verified,banned,263205,104137,6507,2507,1205
398,claim,2117028261,56,a friend told me someone revealed that playing dance music helps ward off mosquitoes,not verified,banned,699716,388662,129743,9645,2748
399,claim,9326450892,37,a friend told me someone revealed that a man once set a record by putting on over 260 t-shirts,not verified,active,134096,34222,9417,599,23
400,claim,2059816652,25,a friend told me someone revealed that technicolored squirrels roam the lands of southern india,not verified,under review,628191,331352,119547,3779,1390
401,claim,8471007388,5,a friend told me someone revealed that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,284127,10596,4118,56,24
402,claim,7035490665,28,a friend told me someone revealed that the human brain uses 20% of the body's oxygen,not verified,active,163796,77803,4408,1087,454
403,claim,2654889789,8,a friend told me someone revealed that a shape with 26 sides is known as a rhombicuboctahedron,not verified,banned,935721,290697,41017,775,502
404,claim,8924851218,19,a friend told me someone revealed that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,593497,68324,20712,1694,719
405,claim,9705635265,10,a friend told me someone revealed that the town of calama in chile has never experienced rain,not verified,active,661494,101284,16460,849,421
406,claim,4660046489,20,"a friend claimed someone revealed that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,706925,322654,75112,4974,2869
407,claim,4464053208,11,a friend claimed someone revealed that microbes from the sahara desert help feed the amazon rainforest,not verified,active,703635,170092,65369,3721,1933
408,claim,5181690572,25,a friend claimed someone revealed that dubai is an island created by humans,not verified,active,219449,94504,26593,1314,652
409,claim,8598642903,56,a friend claimed someone revealed that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,140665,27827,7062,681,121
410,claim,2648532419,45,"a friend claimed someone revealed that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,banned,490475,299386,103409,6247,3734
411,claim,7508517347,56,a friend claimed someone revealed that 90% of goods are shipped by ocean freight,not verified,active,847359,514108,60603,8393,2068
412,claim,3706162999,26,a friend claimed someone revealed that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,157988,72701,3281,1150,345
413,claim,5222676480,44,a friend claimed someone revealed that the oldest playable musical instruments were found in china,not verified,active,374682,241181,53180,1231,599
414,claim,9878464754,24,a friend claimed someone revealed that the earliest playable recording of a person singing was recorded in 1860,not verified,active,807978,182359,15139,156,31
415,claim,4091089396,16,a friend claimed someone revealed that half of retail purchases are now made through a mobile device,not verified,active,798087,503764,162965,12023,2228
416,claim,4806616876,11,"a friend claimed someone revealed that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,923567,304484,117252,4416,2846
417,claim,5221518772,32,a friend claimed someone revealed that the first cricket balls were made of tightly packed sheep wool.,not verified,active,420278,53932,998,729,214
418,claim,8582261176,38,a friend claimed someone revealed that the longest commercial flight in history took around 30 hours,not verified,banned,708931,333934,85569,1512,271
419,claim,8536620844,31,a friend claimed someone revealed that the biggest passenger bus in the world operates in brazil,not verified,under review,32922,14600,4862,142,5
420,claim,2957818311,50,a friend claimed someone revealed that dragonflies can see in all directions at the same time,not verified,under review,308006,164734,54432,2337,908
421,claim,9107532816,33,a friend claimed someone revealed that reindeer grow new antlers every year,not verified,active,366793,196608,61838,2866,949
422,claim,6797969726,28,a friend claimed someone revealed that sputnik was the first artificial satellite in space,not verified,active,174182,53834,18868,766,26
423,claim,7281833958,46,a friend claimed someone revealed that it is illegal to waste food in french supermarkets,not verified,active,890827,30352,10728,329,1
424,claim,8600339797,42,"a friend claimed someone revealed that through the seasons, a reindeer’s eyes will change color",not verified,active,839787,132074,12867,348,82
425,claim,5422848671,9,a friend claimed someone revealed that a double rainbow is a mirror image of the first rainbow,not verified,active,175806,73704,15052,1477,885
426,claim,9419328519,41,a friend claimed someone revealed that take out restaurants have been found in the remains of pompeii,not verified,banned,77008,42330,15315,882,115
427,claim,8278820042,42,a friend claimed someone revealed that captive ravens can speak better than parrots,not verified,active,676103,217656,65553,4628,2398
428,claim,7301314402,45,a friend claimed someone revealed that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,929535,245945,485,2192,632
429,claim,4646354636,33,a friend claimed someone revealed that antarctica is the only continent without any reptiles or snakes,not verified,banned,730734,226709,6856,927,216
430,claim,8176022177,28,a friend claimed someone revealed that people don’t sneeze in their sleep,not verified,banned,600711,46548,3910,716,205
431,claim,6658116122,42,a friend claimed someone revealed that may 22nd is the least common birth date,not verified,under review,276922,88899,25210,1259,312
432,claim,6242531037,50,a friend claimed someone revealed that the population of the united states increases by one person every 12 seconds,not verified,active,689411,12049,1206,127,26
433,claim,8127648124,24,a friend claimed someone revealed that ancient egyptians slept on pillows made of stone,not verified,active,957429,371495,129716,7970,3016
434,claim,5865719227,34,a friend claimed someone revealed that the longest location name on the planet earth is 85 letters in english.,not verified,active,389440,259544,77289,5242,1128
435,claim,9536086016,19,a friend claimed someone revealed that sweden has the most islands of any country,not verified,under review,759040,343664,70369,5620,2247
436,claim,1393424726,15,a friend claimed someone revealed that only one-fourth of the sahara desert is sandy,not verified,under review,526579,318171,74868,1819,92
437,claim,6949636046,35,a friend claimed someone revealed that humans have jumped further than horses in the olympics,not verified,active,615937,195483,61552,3419,404
438,claim,8711147871,35,a friend claimed someone revealed that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,469822,208520,33217,1612,583
439,claim,7258526430,26,a friend claimed someone revealed that the largest pair of eyes in the world belongs to the giant squid,not verified,active,936228,189831,69964,544,158
440,claim,3641989332,23,a friend claimed someone revealed that x-rays can’t distinguish real diamonds from fake ones,not verified,active,297080,195360,48408,2394,736
441,claim,9586924029,14,a friend claimed someone revealed that buttermilk does not contain any butter,not verified,under review,43055,8648,1946,166,88
442,claim,9371306238,21,"a friend claimed someone revealed that in a deck of cards, the king of hearts is the only king without a mustache",verified,active,916073,291977,85408,929,313
443,claim,1865254781,14,a friend claimed someone revealed that cats can't taste sweet flavors,not verified,banned,916230,531141,8019,3803,1402
444,claim,5262721759,18,a friend claimed someone revealed that your fingernails on your dominant hand grow faster,not verified,banned,185095,52011,7368,542,80
445,claim,2562179414,15,a friend claimed someone revealed that a man once set a record by putting on over 260 t-shirts,not verified,active,680134,324440,39232,3724,1310
446,claim,5229246452,42,a friend claimed someone revealed that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,284334,155859,9616,1921,940
447,claim,3299417406,33,a friend claimed someone revealed that flossing your teeth improves memory,not verified,under review,33179,6509,326,9,6
448,claim,1249207209,7,a friend claimed someone revealed that the human brain uses 20% of the body's oxygen,not verified,active,504906,279461,1715,3812,1867
449,claim,5624578708,48,a friend claimed someone revealed that lemurs were previously the size of gorillas,not verified,active,703727,420661,140821,4146,2426
450,claim,8282546361,49,a friend claimed someone revealed that you can fit about 400 grapevines in one acre of land,not verified,active,81203,6079,1414,55,3
451,claim,7401242960,54,a friend claimed someone revealed that china is the world’s largest silk producer,not verified,active,356338,92140,19590,1223,95
452,claim,9155839144,55,the news mentioned someone discovered that humans will live on mars by 2035,not verified,active,304722,19494,4928,32,6
453,claim,1789434331,60,the news mentioned someone discovered that we will all fly with individual jetpacks by 2032,not verified,under review,436211,37153,12912,538,28
454,claim,5881546040,15,the news mentioned someone discovered that the largest rock on earth is in australia,not verified,active,934767,3543,1160,30,3
455,claim,8870810096,9,the news mentioned someone discovered that seventy percent of small businesses are owned and operated by a single person.,not verified,active,199856,64680,24329,688,381
456,claim,8400617642,54,the news mentioned someone discovered that 1 billion cars are currently in use around the world,not verified,active,986040,304573,78365,3887,2390
457,claim,1775025933,9,the news mentioned someone discovered that the oldest playable musical instruments were found in china,not verified,banned,531325,235084,11590,4630,2689
458,claim,4583546251,17,the news mentioned someone discovered that vinyl record sales now surpass compact disc sales,not verified,active,656792,385709,90643,4764,1216
459,claim,7034645881,45,the news mentioned someone discovered that the band metallica is the first and only group to play on all seven continents,not verified,active,633862,13702,2583,104,62
460,claim,3256803717,56,"the news mentioned someone discovered that the oldest surviving song is around 3,500 years old",not verified,active,170263,58478,10703,753,281
461,claim,9976223137,16,the news mentioned someone discovered that the average user checks their mobile phone around 150 times each day,not verified,active,97778,36159,3153,362,30
462,claim,1407345706,20,the news mentioned someone discovered that the longest recorded cricket match lasted 14 days,not verified,under review,89267,32398,2051,180,25
463,claim,4135011512,8,"the news mentioned someone discovered that at the first modern olympics, winners were awarded silver medals",not verified,under review,65693,3815,117,61,39
464,claim,3746127888,57,"the news mentioned someone discovered that shanghai, china has the world's longest subway system",not verified,active,657987,374565,81371,6130,429
465,claim,9569130638,55,the news mentioned someone discovered that reindeer grow new antlers every year,not verified,active,24618,11937,2880,243,0
466,claim,3337287875,30,the news mentioned someone discovered that adult cats only meow to humans,not verified,active,507073,321313,127099,2263,8
467,claim,8435363203,26,the news mentioned someone discovered that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,banned,338414,7937,879,182,11
468,claim,9044000920,41,the news mentioned someone discovered that the hottest planet in our solar system is venus.,not verified,under review,694606,442974,28056,21,4
469,claim,6659056595,55,the news mentioned someone discovered that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,792899,475094,135735,1441,24
470,claim,5187532901,25,the news mentioned someone discovered that halley’s comet won’t be seen again until 2061,not verified,banned,337206,99176,26553,1912,636
471,claim,2638959222,48,the news mentioned someone discovered that the chinese began to document halley’s comet in 240 b.c.,not verified,banned,673936,130682,27052,108,16
472,claim,8200423091,17,the news mentioned someone discovered that 5 dwarf planets are recognized in the solar system,not verified,active,652755,315978,35014,1374,681
473,claim,9417456550,29,"the news mentioned someone discovered that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,952461,531630,92076,12896,1210
474,claim,5673363854,46,the news mentioned someone discovered that some trees in melbourne have email addresses,not verified,banned,122811,52657,15000,941,8
475,claim,2443760228,22,the news mentioned someone discovered that baked beans are not actually baked,not verified,banned,982069,260301,35815,220,79
476,claim,3709831549,49,the news mentioned someone discovered that penguins can jump as high as 9 feet in the air,not verified,active,924552,441566,107578,1042,332
477,claim,6173728392,54,the news mentioned someone discovered that a pound of houseflies contains more protein than a pound of beef,not verified,active,262136,12418,286,108,48
478,claim,8043249991,38,the news mentioned someone discovered that cats sleep for two-thirds of their lives,not verified,banned,10098,4681,790,12,8
479,claim,9271057126,50,the news mentioned someone discovered that the population of the united states increases by one person every 12 seconds,not verified,banned,737704,361389,20332,3223,1308
480,claim,9543721380,21,the news mentioned someone discovered that the microwave oven was an accidental invention,not verified,under review,60649,35453,12393,541,142
481,claim,2978066048,24,the news mentioned someone discovered that the netherlands is home to the population of tallest humans on earth,not verified,active,226666,59804,5862,945,103
482,claim,5767345712,56,the news mentioned someone discovered that q' is the only letter that doesn’t appear in any u.s. state name,not verified,active,491218,302164,18472,1479,258
483,claim,3579267938,33,the news mentioned someone discovered that armadillos have bulletproof shells,not verified,active,659031,434135,69579,9302,2900
484,claim,8173056093,31,the news mentioned someone discovered that the french scrabble world champion winner doesn’t speak french,not verified,active,129725,80331,20695,797,375
485,claim,3762850231,55,the news mentioned someone discovered that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,387826,111882,36168,1037,302
486,claim,2715576791,37,the news mentioned someone discovered that buttermilk does not contain any butter,not verified,under review,790211,220994,67094,3987,176
487,claim,8732781537,27,the news mentioned someone discovered that human eyeballs do not grow or change their size as they age,not verified,active,891247,383476,56042,5463,91
488,claim,5914935897,27,the news mentioned someone discovered that leeches were historically used to predict the weather,not verified,banned,888297,98575,5695,725,148
489,claim,8359088873,20,the news mentioned someone discovered that the largest recorded snowflake was 15 inches wide,not verified,banned,251857,8694,2870,29,3
490,claim,3213692543,15,the news mentioned someone discovered that melting glaciers make fizzy noises,not verified,under review,62298,10935,4056,137,59
491,claim,4459535938,58,the news mentioned someone discovered that cactus spines can be used to make hooks,not verified,active,253587,7754,1238,54,9
492,claim,6590366156,53,the news mentioned someone discovered that more people speak english as their second language than those who use it as their primary language,not verified,active,561540,207372,30326,1728,930
493,claim,7863782907,14,the news mentioned someone discovered that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,banned,194269,88888,8966,569,114
494,claim,7252205206,24,the news mentioned someone discovered that you can burn calories just by standing,not verified,active,533024,84486,13418,1257,180
495,claim,3870634860,9,the news mentioned someone discovered that mice typically only live for 6 months in the wild,not verified,under review,378782,233894,60898,890,248
496,claim,8125388288,39,the news mentioned someone discovered that the longest recorded tennis match lasted for 11 hours,not verified,active,959225,309911,90505,1787,443
497,claim,2709970458,42,the news mentioned someone discovered that a pineapple plant can only produce one pineapple a year,not verified,active,26335,7751,343,87,50
498,claim,9323739945,12,the news mentioned someone discovered that strawberries are the only known fruit to grow their seeds externally,not verified,active,821129,7253,2231,134,62
499,claim,9201028639,51,the news reported someone discovered that the largest rock on earth is in australia,not verified,active,269086,176635,27837,248,127
500,claim,7341622708,49,the news reported someone discovered that canada has the most lakes in the world,not verified,banned,224903,68796,9261,96,48
501,claim,2066066026,7,the news reported someone discovered that 20% of the world's oxygen is produced in the amazon jungles,verified,active,156230,44179,6701,88,50
502,claim,9953021517,51,the news reported someone discovered that the most productive work day of the week is tuesday,not verified,active,918397,432314,125254,3820,2245
503,claim,2689342112,42,"the news reported someone discovered that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,841983,400626,149450,6791,2601
504,claim,9455787521,48,the news reported someone discovered that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,688052,110882,22116,299,35
505,claim,3020752787,8,the news reported someone discovered that most car horns honk in the key of f,not verified,active,448764,271801,97922,2517,1033
506,claim,1775370921,39,the news reported someone discovered that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,active,758340,312275,124340,6019,3776
507,claim,6273192743,11,the news reported someone discovered that the earliest playable recording of a person singing was recorded in 1860,not verified,banned,566414,242529,11456,1530,237
508,claim,5432339201,40,the news reported someone discovered that the harmonica is the best selling musical instrument,not verified,active,220116,112925,40427,2212,1320
509,claim,6739793489,26,the news reported someone discovered that the world generates 2.5 quintillion bytes of data every day,not verified,banned,945933,498682,197501,11010,3997
510,claim,6149961383,59,the news reported someone discovered that the average user checks their mobile phone around 150 times each day,not verified,active,854106,421844,59824,6990,4563
